,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,606,8.999826401578256,6.497180931126842e-05,2.8336290766031316,0.05346544243347568,0.053530414609644465,1.585642707806367,0.18967677652835846,1.0,20000,15,0,32.96349120140076,0.0
1,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,582,10.178168615890792,0.00011390710148052909,2.833631384067046,0.049096546159722865,0.049210453401648035,1.6769635721659049,0.2014344483613968,1.0,40000,38,1,68.67510509490967,0.0
2,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,601,10.909473625950303,8.564597795693539e-05,2.833609424187587,0.04615326079133993,0.04623890614856441,1.8245964102255992,0.21115417778491974,1.0,60000,60,2,99.79390501976013,0.0
3,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,601,11.106297249217697,0.00012450465120566196,2.833603320671962,0.045452228613579886,0.04557673305971548,1.7821005689792144,0.20632107555866241,1.0,80000,82,3,133.05263209342957,0.0
4,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,609,11.603384383639831,5.096670401354249e-05,2.8336238674628427,0.036141191059962295,0.03619215786001848,1.9716759064258673,0.21562278270721436,1.0,100000,102,4,164.20282411575317,0.0
5,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,612,11.684223333940588,-7.875683323408549e-05,2.833589199873117,0.043481457541481805,0.043402701086000514,1.715861421976334,0.19963225722312927,1.0,120000,124,5,196.06849694252014,0.0
6,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,616,11.820227610288256,-0.000201517232777312,2.8335886175815874,0.04851486928140124,0.04831335222048577,1.7294929924683693,0.2022787183523178,1.0,140000,145,6,227.17742490768433,0.0
7,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,617,11.67566017464996,4.13206931299124e-06,2.833598636969542,0.049090993807961544,0.04909512636062199,1.6726250066207005,0.19816674292087555,1.0,160000,167,7,259.05862307548523,0.0
8,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,615,11.725820054696573,-0.0001539547423211237,2.8335988448216365,0.03150177314065588,0.03134781924495772,1.9057059800013518,0.20379848778247833,1.0,180000,187,8,292.4189851284027,0.0
9,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,619,11.226629958593897,-3.1423891703478804e-05,2.8336454956959454,0.04852472897141408,0.04849330378556027,1.6450678472335523,0.19774314761161804,1.0,200000,209,9,322.64913415908813,0.0
10,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,622,10.877720571515518,-6.452401210434543e-05,2.8336230207712223,0.058677429264077006,0.05861290498227717,1.632724953156251,0.18648430705070496,1.0,220000,232,10,353.3144268989563,0.0
11,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,617,10.809157920452824,-2.3761037916231615e-05,2.833611279878861,0.05338453291079555,0.05336077161646711,1.6394085347652436,0.1913340836763382,1.0,240000,255,11,388.8665359020233,0.0
12,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,607,10.568743410364107,2.655061081242867e-05,2.833596704556392,0.054053955059498546,0.05408050634693772,1.6752183781220362,0.1970268189907074,1.0,260000,277,12,427.8076810836792,0.0
13,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,600,10.530648624717026,-7.627219713937778e-05,2.833607551073417,0.04597820919962266,0.045901936841068955,1.7652390249264547,0.20639561116695404,1.0,280000,299,13,466.5611650943756,0.0
14,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,593,10.869313007182965,1.5026130056820619e-05,2.833610733655783,0.03969630901821149,0.039711334834991695,1.7800056851827182,0.20677922666072845,1.0,300000,321,14,505.412278175354,0.0
15,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,590,11.2696883438771,3.8612330666719336e-05,2.83359424273173,0.03296809897590906,0.03300671092434548,1.9005244215329489,0.20153088867664337,1.0,320000,342,15,541.9515888690948,0.0
16,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,586,11.524576382480632,-0.00010293470426964072,2.833586055804522,0.035594983876515655,0.03549204758198287,2.0374751596878737,0.21471945941448212,1.0,340000,362,16,580.0518431663513,0.0
17,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,580,11.250228823892785,-0.00010519478893958223,2.8336080025403927,0.07139290147341597,0.07128770551733817,1.587375723092984,0.18809255957603455,1.0,360000,385,17,619.9619431495667,0.0
18,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,580,11.411907378679432,-0.00011444369313092186,2.833611385944562,0.03943765354223358,0.039323210142976725,1.8892659661097404,0.21009348332881927,1.0,380000,406,18,654.1669142246246,0.0
19,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,577,11.486607435866357,6.041534137553894e-05,2.8336029382852406,0.038937540082499764,0.03899795474178226,1.7678114732106527,0.20544123649597168,1.0,400000,427,19,692.0971100330353,0.0
20,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,573,11.385074803600876,4.5193789693980644e-05,2.833615644161518,0.06273433375769319,0.06277952871616715,1.7023894925912222,0.20074236392974854,1.0,420000,450,20,731.7907242774963,0.0
21,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,572,11.17324065061518,-0.00010248198806761931,2.8336332311997046,0.05491023090405342,0.0548077490258341,1.6422014552813309,0.1986064463853836,1.0,440000,472,21,768.4451389312744,0.0
22,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,572,11.904225567171354,9.616242291835639e-05,2.8336411729837074,0.032557044956737606,0.03265320658206176,2.296920395967288,0.22430595755577087,1.0,460000,492,22,804.1195211410522,0.0
23,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,571,11.477873114015155,6.205746814465293e-05,2.8336222077027347,0.050428150587070446,0.05049020786701033,1.6674248467653225,0.20298390090465546,1.0,480000,514,23,840.445384979248,0.0
24,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,569,11.356135098457548,-5.677043466279522e-05,2.8335958535854635,0.055591476381493685,0.055534705548481535,1.6960785870368664,0.19488592445850372,1.0,500000,537,24,878.0526421070099,0.0
25,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,567,11.602077063880989,0.00016342163509808672,2.8336039940516153,0.044171732742912494,0.04433515456949886,1.740363145638735,0.20078827440738678,1.0,520000,558,25,916.6547679901123,0.0
26,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,567,11.385594601347957,-6.638886168217047e-05,2.8336093673339255,0.0472901794152,0.04722379168125395,1.593233912724715,0.1899878978729248,1.0,540000,579,26,950.9326899051666,0.0
27,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,567,11.297613330084534,0.00011518206626463395,2.833620643004393,0.05329849965249499,0.05341368192666544,1.7504182795683543,0.2088894098997116,1.0,560000,600,27,987.3972480297089,0.0
28,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,565,11.028845650150231,0.0001328584308234545,2.833606771628062,0.05423640855229818,0.05436926666014374,1.6915831168492634,0.19353319704532623,1.0,580000,622,28,1025.638030052185,0.0
29,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,564,11.075545092509339,9.004842857113824e-05,2.8336008423413985,0.04707942125984491,0.04716946819919544,1.6322418374892993,0.18781422078609467,1.0,600000,644,29,1063.648817062378,0.0
30,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,562,10.813425456599758,0.00020151634831936695,2.8336055611952755,0.04815183354255099,0.048353349062903686,1.6514084730392848,0.19826962053775787,1.0,620000,665,30,1102.0320401191711,0.0
31,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,554,11.071217364524202,8.019166043362556e-05,2.8335922381816765,0.044752175530466516,0.04483236707373857,1.7208211357776935,0.20331402122974396,1.0,640000,686,31,1154.0465621948242,0.0
32,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,545,10.993667251016362,6.174127577254788e-05,2.833613143211756,0.04447954639744682,0.044541288703718845,1.7342594085595546,0.20636186003684998,1.0,660000,709,32,1209.341276884079,0.0
33,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,543,10.933793585231628,-1.3724636758128419e-05,2.8336005678543676,0.054029402053222444,0.05401568015819439,1.6059981853534013,0.19671864807605743,1.0,680000,733,33,1251.2895410060883,0.0
34,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,540,11.318112130817688,2.0288807960848013e-05,2.833590479997488,0.03557140249281358,0.035591691784233825,1.9469294441051972,0.21234723925590515,1.0,700000,754,34,1294.0733859539032,0.0
35,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,538,11.424417983731763,-0.0003039897658312932,2.8335877653879997,0.04954103325039912,0.049237043278900765,1.6733665211078448,0.2023088037967682,1.0,720000,777,35,1336.7788910865784,0.0
36,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,537,11.57283376952359,5.741212546873169e-05,2.8336163844817723,0.04853397270378012,0.048591384798652514,1.7712838337971615,0.2131839394569397,1.0,740000,797,36,1377.1317319869995,0.0
37,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,534,11.263562474899086,-5.857404261731949e-05,2.833616916338603,0.053577463333614364,0.05351888976926999,1.6888721233759172,0.19309304654598236,1.0,760000,819,37,1420.8492958545685,0.0
38,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,532,11.407236479853045,3.112436179668667e-05,2.8335841686297685,0.04670251448376057,0.046733639711358896,1.802354667431269,0.20752128958702087,1.0,780000,840,38,1465.5710990428925,0.0
39,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,530,11.127863872335256,-2.9579148245736575e-05,2.833622773488363,0.05939152173172587,0.05936194280772888,1.6656316437782386,0.18827570974826813,1.0,800000,864,39,1507.6784789562225,0.0
40,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,528,11.330177906198273,-4.536315428618437e-05,2.8336110616341617,0.03364956026944595,0.03360419658472379,1.90739898956739,0.20677532255649567,1.0,820000,885,40,1551.0202519893646,0.0
41,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,526,11.317500721586146,5.46838935966102e-05,2.833583384599441,0.04053534674577606,0.04059003077966806,1.8317078003516565,0.2125018835067749,1.0,840000,905,41,1594.9303920269012,0.0
42,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,525,11.534722653370173,3.706462179812101e-05,2.8336073520856027,0.03507739040905084,0.03511445545949615,2.0005798164086466,0.21062058210372925,1.0,860000,925,42,1636.0482940673828,0.0
43,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,523,11.405091635446757,5.108406289647787e-05,2.833618616140806,0.05308380851951929,0.053134892585102275,1.7833055490102523,0.20724502205848694,1.0,880000,948,43,1679.469866991043,0.0
