,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,822,12.894005936836313,4.107088674432956e-05,2.833584404603029,0.028543754098698113,0.028584825611398676,2.145804414840845,0.2082129865884781,1.0,20000,10,0,24.314866065979004,0.0
1,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,866,11.568940844824645,8.951177677282921e-05,2.8336055376590825,0.04494931606623607,0.04503882754182156,1.7910155025812295,0.20182475447654724,1.0,40000,33,1,46.17500305175781,0.0
2,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,915,11.942496948631234,2.3430788841767187e-05,2.8336127715233044,0.040754831911852724,0.04077826278457323,1.8701859877659723,0.21270832419395447,1.0,60000,55,2,65.5278730392456,0.0
3,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,927,12.083251774788755,0.00010924990981435165,2.8335857528906603,0.03468380874882524,0.03479305862311799,1.9803228184198722,0.213041290640831,1.0,80000,76,3,86.22458600997925,0.0
4,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,912,11.642692382516854,-0.00022023707831230683,2.8335920627300557,0.05783418740551823,0.05761394936200351,1.6258251057985502,0.18806985020637512,1.0,100000,100,4,109.64563417434692,0.0
5,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,909,11.580116636842062,8.952451141503377e-05,2.8335924179126053,0.03204094783331339,0.03213047266293031,1.8677112449438145,0.2024017870426178,1.0,120000,121,5,131.96888399124146,0.0
6,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,916,11.510629575269839,-0.0001277179764703107,2.833587958568182,0.04456779262146507,0.044440073732608325,1.7191915229344978,0.20286954939365387,1.0,140000,142,6,152.6818389892578,0.0
7,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,919,11.164408601896833,-0.00010169316978695301,2.8336147293066367,0.05740220375024738,0.05730051113917934,1.583972635330298,0.18877285718917847,1.0,160000,166,7,174.05987691879272,0.0
8,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,924,11.29797711321577,8.40502862746899e-06,2.833614547436054,0.02669456577501618,0.02670297120542576,2.1825181091443087,0.20408856868743896,1.0,180000,186,8,194.66120409965515,0.0
9,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,928,11.127190380952813,-0.00012275593576188652,2.8336126370307726,0.04821311352678981,0.04809035903144365,1.618545419894732,0.1923219859600067,1.0,200000,208,9,215.36041402816772,0.0
