,log_dir,frame_per_second,episode_reward,policy_loss,entropy,discriminator_loss,gail_reward,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,146,12.131073899674998,-0.01455131174566654,2.773453317544399,0.4956120434575356,0.012583361075928386,-0.014551311757606574,0.9770859985015331,,1.001432214027796,20000,11,0,136.32170510292053,0.0
1,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,144,14.19711432967655,-0.013840991022208562,2.687896557037647,0.0843080379259892,0.01230061002051792,-0.013840990966090407,1.781426056378927,,1.0005447934071223,40000,38,1,276.02875208854675,0.0
2,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,146,17.1750063348545,-0.009133698791265488,2.5628318367860254,0.07002275250613307,0.008225651368952524,-0.009133698781116459,1.1422364211999454,,1.0016402518137908,60000,72,2,408.7153263092041,0.0
3,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,144,20.280890812002106,-0.026381571972981476,2.401116272730705,0.0842096878764912,0.024134745050030642,-0.026381571975369483,2.566961515561128,,0.9994790931542714,80000,122,3,553.3812160491943,0.0
4,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,141,13.749799659119095,-0.02536418941588356,2.1450346200894086,0.08499660295888017,0.023010720410503636,-0.025364189356183394,0.5690908095011344,,1.0020601322253546,100000,234,4,707.2942912578583,0.0
5,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,137,16.140205642709194,-0.01948991025893543,1.9299780966379703,0.08997398264324054,0.017707696100935724,-0.01948991033893365,0.14202227517962457,,1.0013146574680623,120000,375,5,873.4454729557037,0.0
6,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,134,25.974060426041987,-0.028914679823300014,1.679039260210135,0.13386934511363507,0.027146361283480358,-0.028914679830464033,0.38393074400149857,,0.9970005240195837,140000,547,6,1040.4931511878967,0.0
7,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,131,26.83310149132863,-0.033608753592349015,1.4992430260548224,0.16013557320603958,0.031869003496682036,-0.033608753520708814,0.6141276926566392,,1.0023752100956747,160000,746,7,1220.3824651241302,0.0
8,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,127,23.15760206572669,-0.048096540751747595,1.2959424148767422,0.1886656256726919,0.04659709982478466,-0.0480965406801074,1.9379527836273878,,0.9991637046520526,180000,993,8,1414.4159679412842,0.0
9,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,112,41.749641925273565,-0.07361857081070924,1.0970024328201244,0.2505689428211787,0.07271097312944058,-0.07361857099219775,1.0917138374768771,,1.0010692732456403,200000,1215,9,1774.560848236084,0.0
10,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,101,24.236032800361127,-0.06229506500829489,0.9445473569325912,0.24327743837657648,0.06164316532608026,-0.062295064965310766,1.1451032068484868,,1.0001368447756156,220000,1527,10,2160.5720019340515,0.0
11,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,96,45.51702156905811,-0.07203482470642297,0.8143230124161793,0.27441786772165544,0.07132685304356691,-0.07203482465388683,1.5890105305573878,,1.0016442846793394,240000,1779,11,2489.0901942253113,0.0
12,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,94,42.835128959277455,-0.069789827013245,0.7678386627099453,0.2725430577993393,0.06911917018393675,-0.06978982723771762,0.6297040193508833,,1.0007449698753845,260000,2031,12,2756.982954978943,0.0
13,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,92,33.688853951315735,-0.08013857768323177,0.6814111718764672,0.25893320502379,0.07930562308010383,-0.08013857777875204,1.4806389359327463,,1.0012061041899216,280000,2309,13,3043.444721221924,0.0
14,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,90,35.763826178629465,-0.07294376733688972,0.5557636674398031,0.28160433822717423,0.072506592503916,-0.0729437672556975,1.687883250377117,,1.000471208569331,300000,2573,14,3310.0832312107086,0.0
15,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,89,49.38195865902325,-0.06448855789808126,0.4886669959777441,0.2715942168656068,0.06356891263276339,-0.06448855789808126,0.4404506714489215,,1.0010048634730853,320000,2827,15,3573.9914281368256,0.0
16,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,87,45.55166874402517,-0.06835527812154629,0.4128383440849109,0.2736680660683375,0.068110973526461,-0.06835527788752165,0.6854359078101623,,1.0004613106831526,340000,3107,16,3901.9618022441864,0.0
17,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,87,31.98820363621816,-0.09256206556008412,0.3597965536400294,0.27511223850724026,0.09247141226361959,-0.09256206539769968,2.8447214144926805,,1.0006890188425015,360000,3408,17,4114.174597024918,0.0
18,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,86,27.693264184111328,-0.06783558721057116,0.30359240038654745,0.2598902210020102,0.067803470355769,-0.06783558722967521,1.3656996918030275,,1.0008854907292586,380000,3754,18,4368.996486186981,0.0
19,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail,87,22.73198677597587,-0.07264127904692522,0.2901746813112345,0.2524125201484332,0.07272511765074272,-0.0726412788606607,0.9446559887665968,,1.0006537235700168,400000,4104,19,4596.147526025772,0.0
