,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1587,2.298585215383404,2.9095733024848576e-05,2.8337422114152173,0.034522775157044334,0.03455187069143554,0.0,0.18226739764213562,1.0,20000,92,0,12.59825086593628,0.0
1,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1637,2.425853649156563,-9.09813133498224e-05,2.8337468850306977,0.03160164786550479,0.031510667221113974,0.0,0.19433632493019104,1.0,40000,192,1,24.43042302131653,0.0
2,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1613,2.5142515156460457,0.00010605516383806482,2.8337582594309096,0.03171529504112326,0.03182134993631058,0.0,0.1960611194372177,1.0,60000,292,2,37.186455965042114,0.0
3,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1626,2.307301793288182,8.209016926300068e-05,2.833745927382738,0.0411337026872505,0.04121579251629718,0.0,0.18634527921676636,1.0,80000,394,3,49.189225912094116,0.0
4,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1631,2.4088160857964542,-5.5751694479766184e-05,2.8337484356684564,0.04160800531076697,0.04155225405454239,0.0,0.18639370799064636,1.0,100000,494,4,61.28403687477112,0.0
5,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1639,2.418269277223957,5.433695683351312e-05,2.833746867913466,0.02438090213168508,0.024435239252003763,0.0,0.191237673163414,1.0,120000,594,5,73.20348691940308,0.0
6,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1632,2.4516170194590647,-3.1363125890493394e-05,2.8337473707321363,0.030117668295040343,0.030086305284818923,0.0,0.19315390288829803,1.0,140000,694,6,85.76262593269348,0.0
7,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1635,2.3901737562168317,-3.948835178445547e-06,2.8337444873956534,0.034670811055753474,0.03466686229378236,0.0,0.18793971836566925,1.0,160000,794,7,97.815673828125,0.0
8,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1640,2.282189406626939,0.00012901576343350685,2.833749663218474,0.03383271511978446,0.0339617310938756,0.0,0.18208229541778564,1.0,180000,894,8,109.71535086631775,0.0
9,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1636,2.4222469214449323,4.540799537864633e-05,2.8337494507814065,0.030243766656479775,0.030289174719916608,0.0,0.19076156616210938,1.0,200000,994,9,122.20741081237793,0.0
10,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1620,2.2810914976802805,-0.0002070085264933415,2.8337486239580008,0.03930324909922022,0.0390962413176077,0.0,0.17944934964179993,1.0,220000,1094,10,135.80003786087036,0.0
11,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1610,2.1643115373787585,3.2402933814013615e-05,2.8337446368657626,0.04804419657597557,0.0480765989689434,0.0,0.1712058037519455,1.0,240000,1195,11,149.04128885269165,0.0
12,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1607,2.3076078162239635,2.1515410536756882e-05,2.833745868389423,0.0407329413227928,0.04075445694948147,0.0,0.18476158380508423,1.0,260000,1294,12,161.7818958759308,0.0
13,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1608,2.380622609201389,3.992911959544588e-06,2.8337423847271848,0.046273966076282355,0.04627795979956714,0.0,0.18450865149497986,1.0,280000,1394,13,174.0870578289032,0.0
14,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1611,2.3482020832441393,-3.881773684555903e-05,2.8337444702784222,0.035290760673487034,0.035251943279059235,0.0,0.18703457713127136,1.0,300000,1494,14,186.17315673828125,0.0
15,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1612,2.1712398220161635,-2.441584693793303e-05,2.8337465105912623,0.04754401557625104,0.04751960028217395,0.0,0.16820569336414337,1.0,320000,1595,15,198.42124009132385,0.0
16,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1614,2.381532859652628,1.8427799491641613e-05,2.833747237156599,0.03504429269247712,0.03506272032876344,0.0,0.19106106460094452,1.0,340000,1694,16,210.64785289764404,0.0
17,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1614,2.3950871725099048,4.836332399207048e-05,2.833745718919314,0.036720578940824054,0.03676894267316526,0.0,0.18942086398601532,1.0,360000,1795,17,223.0168650150299,0.0
18,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1612,2.342755251022158,-7.713933815606511e-05,2.8337465225121914,0.039893915580633356,0.03981677633435958,0.0,0.18650048971176147,1.0,380000,1896,18,235.6835699081421,0.0
19,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1613,2.301117300580834,0.00010392990333434099,2.8337532443877977,0.039105605988357314,0.03920953584805456,0.0,0.17920087277889252,1.0,400000,1995,19,247.91339588165283,0.0
20,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1614,2.553396238300868,0.00010640204508000841,2.833749290613028,0.0279603185896308,0.028066720896122905,0.0,0.2018025815486908,1.0,420000,2095,20,260.11740899086,0.0
21,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1616,2.531588245792978,-9.063462941692426e-06,2.8337553293277056,0.026382124660393365,0.026373060982754954,0.0,0.20050501823425293,1.0,440000,2195,21,272.17407298088074,0.0
22,/Users/ValenXie/assignment-2022fall/assignment3/data/ppo,1617,2.58386781937812,8.029899118133844e-05,2.8337480722329556,0.03335722070426131,0.033437519559848645,0.0,0.20140621066093445,1.0,460000,2295,22,284.3387858867645,0.0
