,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,855,8.726735893986145,-8.98887258536445e-05,2.8335994326151335,0.05804624574211163,0.05795635895419997,1.6121161084144544,0.1872185617685318,1.0,20000,16,0,23.3657648563385,0.0
1,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,835,9.304937219895947,2.285624221444894e-05,2.833625330680456,0.0652561238871362,0.0652789799273402,1.676252464300547,0.18875166773796082,1.0,40000,41,1,47.891053915023804,0.0
2,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,829,10.069521337836584,2.1869128940101618e-05,2.8336094281612296,0.06170738685923891,0.06172925600191005,1.6371628429645146,0.19692902266979218,1.0,60000,63,2,72.36937308311462,0.0
3,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,824,9.958247855573488,0.0001493703403796714,2.833605044010358,0.059456931145336386,0.059606302136895606,1.6131550319683858,0.192246675491333,1.0,80000,86,3,97.01602578163147,0.0
4,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,821,10.087917287872052,8.009017328731715e-05,2.8336037972034553,0.06852957280113911,0.06860966264503077,1.5781039036237277,0.18611851334571838,1.0,100000,109,4,121.65965604782104,0.0
5,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,820,10.189298111450036,9.763077743208179e-05,2.833619503180186,0.04681701548636342,0.046914646831096314,1.640614883410625,0.19344185292720795,1.0,120000,133,5,146.27134704589844,0.0
6,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,820,10.168319571160122,3.4778556213355984e-05,2.8336024357722356,0.060528261873584524,0.060563041074932794,1.693671925404133,0.19421444833278656,1.0,140000,156,6,170.67877411842346,0.0
7,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,818,10.14314414534872,-1.626049335568379e-05,2.833628226243533,0.0638083368086089,0.06379207751597278,1.6142845273782045,0.18480372428894043,1.0,160000,179,7,195.39966893196106,0.0
8,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,814,9.626850519756315,8.47403067522324e-05,2.833611822128296,0.06483655776828527,0.06492129851771423,1.499316064440287,0.17395846545696259,1.0,180000,203,8,220.87651371955872,0.0
9,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,809,9.497947787636303,-0.000112413093358135,2.833573371019119,0.05438632067436209,0.054273907831819276,1.6644931725966625,0.1944204866886139,1.0,200000,226,9,247.03887701034546,0.0
10,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,809,9.069645208877102,-0.00010249140629103073,2.833642118710738,0.07201139994968589,0.07190890700723498,1.520587713137651,0.17592300474643707,1.0,220000,252,10,271.93772077560425,0.0
11,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,813,9.295214112609635,-0.00020081919770186337,2.8336116885527587,0.04770004463453705,0.04749922510221577,1.597885737510828,0.1963224858045578,1.0,240000,274,11,295.1920759677887,0.0
12,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,810,9.036798927380822,-3.263477462893113e-05,2.833592008016048,0.0839833208717979,0.08395068499764118,1.5222999923504317,0.17175070941448212,1.0,260000,301,12,320.86951303482056,0.0
13,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,811,9.066811041241294,-5.0847155477803866e-05,2.8336139168494787,0.06588564624006932,0.06583480116544077,1.6497469114951597,0.19519275426864624,1.0,280000,325,13,345.2347249984741,0.0
14,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,808,9.073260918682914,-9.359804658183398e-05,2.8335981463774655,0.08132263985820688,0.08122904171737341,1.4989116643483822,0.16616439819335938,1.0,300000,352,14,371.0191397666931,0.0
15,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,811,8.612842281801624,0.00013999591211382394,2.8336076721166954,0.0669960600300095,0.06713605611122404,1.5808090527852376,0.1741274893283844,1.0,320000,375,15,394.1743130683899,0.0
16,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,814,9.693070756426774,3.4701881201890034e-05,2.8336018696809426,0.030697909847666054,0.030732612220349554,2.318626466469887,0.2197301983833313,1.0,340000,395,16,417.4112000465393,0.0
17,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,814,10.107066334304678,1.2298354144709614e-05,2.833621589648418,0.06701164343274939,0.06702394197741225,1.7082489464527522,0.1914224624633789,1.0,360000,418,17,441.7555708885193,0.0
18,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/ppo,279,10.223447278384954,-2.484802359667344e-05,2.8335974567975755,0.06879677560228185,0.0687719263216982,1.594317992299031,0.1856188029050827,1.0,380000,441,18,1361.184003829956,0.0
