,log_dir,frame_per_second,episode_reward,policy_loss,entropy,discriminator_loss,gail_reward,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,138,8.423422065571476,-0.012638162301542858,2.776464687555264,0.4629670317404163,0.01096965164089432,-0.012638162284229811,0.896281193005733,,1.001472683212696,20000,18,0,144.5368628501892,0.0
1,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,137,13.161621918329125,-0.021156685041168178,2.719530910406357,0.08290351662211694,0.0189292111625083,-0.021156685022064126,2.2428019700906217,,1.000793312681027,40000,44,1,291.66600704193115,0.0
2,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,129,15.383197798062671,-0.010090943047991739,2.6422706778232867,0.0749584038909047,0.009141369461893844,-0.010090943089184852,0.7573861925265728,,1.0016923992297588,60000,76,2,461.89631271362305,0.0
3,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,121,15.18488199737201,-0.023921389490939103,2.6089238478587222,0.08179587633229601,0.022374913404480768,-0.02392138945034299,2.228951885150029,,0.9985871432683406,80000,148,3,659.4954040050507,0.0
4,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,115,11.881344404067127,-0.01798050727766867,2.5391716568897933,0.09031597032952003,0.01720595797523856,-0.017980507268116643,1.405045752494763,,1.0037111991491072,100000,272,4,862.2504498958588,0.0
5,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,111,9.774668564248504,-0.033872276000105415,2.430969635951213,0.09543217866180034,0.03326634820789481,-0.03387227610517771,1.1071080305637457,,1.0024577000202277,120000,464,5,1079.628066778183,0.0
6,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,105,7.0585438143457315,-0.02329152732466658,2.2590777452175432,0.10247182435809801,0.023059593461071833,-0.02329152728168246,0.2566432427710448,,0.9971198562628184,140000,725,6,1331.9212169647217,0.0
7,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,87,5.286681936268162,-0.01696127801417158,2.045846560368171,0.10545083968303143,0.016663842329468864,-0.01696127803446964,1.3086556604275337,,1.0019892676518514,160000,1049,7,1838.0716609954834,0.0
8,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,75,8.4440651102742,-0.017527158164347592,1.8748995857361035,0.11652863566787579,0.01705875374042453,-0.017527158085543375,1.5092781458145532,,0.9975416146791898,180000,1383,8,2376.566191673279,0.0
9,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,72,7.741464095497271,-0.03938883810471266,1.6990117115852161,0.13446539835765575,0.03850003975945023,-0.039388837887404056,1.1095138896734287,,0.999432797691761,200000,1735,9,2747.5682187080383,0.0
10,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,70,15.322611582487754,-0.03455118802495492,1.510992980767519,0.15712324551855905,0.033862662370292805,-0.03455118795570273,0.2136057995641843,,0.9991103406135853,220000,2051,10,3104.249575853348,0.0
11,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,68,14.264278839542971,-0.059909051408370335,1.3660183003315558,0.1696448078331275,0.059077193134297164,-0.05990905144657844,2.383753877419692,,0.9990237122162794,240000,2406,11,3482.674196958542,0.0
12,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,66,11.388539128717902,-0.0460568177442138,1.2173982644692445,0.17320771629038528,0.04545820474338073,-0.046056817815854,0.7550089752826935,,0.9997953740450052,260000,2782,12,3888.070378780365,0.0
13,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,66,19.628795103240236,-0.06023244981486828,1.066640657492173,0.20499169033689377,0.059453487635040894,-0.06023244977188416,1.340001206825941,,0.9994386241986202,280000,3119,13,4209.477220773697,0.0
14,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,66,12.844079945890629,-0.05748447850824166,0.9275022823841144,0.19935680525616192,0.05704169455820169,-0.05748447846048153,0.9114905527004828,,0.9997580179037192,300000,3507,14,4487.622384786606,0.0
15,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,66,18.291417034911387,-0.049916178150436814,0.7555052615129031,0.20914805873464315,0.049285451537714554,-0.049916178054916556,0.6992204759365473,,1.0005493029569967,320000,3887,15,4808.591335773468,0.0
16,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,65,8.471416805341244,-0.03181289262496508,0.6542168318461149,0.18152655609525167,0.031592917394561645,-0.031812892663173185,1.3790371862741617,,1.0011855295071235,340000,4337,16,5206.585225820541,0.0
17,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,65,16.065488797480793,-0.08643590233837947,0.5526294454550131,0.21431822383250945,0.08630230403863466,-0.0864359023097234,0.8095513790845871,,0.9991786287381099,360000,4759,17,5528.534553766251,0.0
18,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-50Env-v0/gail,64,11.12241551419769,-0.06284672903517882,0.5005038363429216,0.20977632734829035,0.062472506665075436,-0.06284672907338693,1.214439847224798,,1.0002519965935976,380000,5211,18,5853.2543296813965,0.0
