,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1275,2.298585215383404,2.9095733024848576e-05,2.8337422114152173,0.034522775157044334,0.03455186965009675,1.658622264250731,0.18226739764213562,1.0,20000,92,0,15.67628788948059,0.0
1,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1295,2.425853649156563,-9.09813133498224e-05,2.8337468850306977,0.03160164786550479,0.03151066709841148,1.828999930467361,0.19433632493019104,1.0,40000,192,1,30.871901988983154,0.0
2,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1295,2.5142515156460457,0.00010605516383806482,2.8337582594309096,0.03171529504112326,0.031821350162126456,1.8933270128873678,0.1960611194372177,1.0,60000,292,2,46.31353807449341,0.0
3,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1294,2.307301793288182,8.209016926300068e-05,2.833745927382738,0.0411337026872505,0.041215791765940736,1.6343191862106323,0.18634527921676636,1.0,80000,394,3,61.80482196807861,0.0
4,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1280,2.4088160857964542,-5.5751694479766184e-05,2.8337484356684564,0.04160800531076697,0.041552252379150535,1.6850251601292536,0.18639370799064636,1.0,100000,494,4,78.08186316490173,0.0
5,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1278,2.418269277223957,5.433695683351312e-05,2.833746867913466,0.02438090213168508,0.024435239891784314,2.095251510540644,0.191237673163414,1.0,120000,594,5,93.83971095085144,0.0
6,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1261,2.4516170194590647,-3.1363125890493394e-05,2.8337473707321363,0.030117668295040343,0.030086304804680344,1.8142620461109358,0.19315390288829803,1.0,140000,694,6,110.97785902023315,0.0
7,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1230,2.3901737562168317,-3.948835178445547e-06,2.8337444873956534,0.034670811055753474,0.03466686267549029,1.7383130020056015,0.18793971836566925,1.0,160000,794,7,129.99863505363464,0.0
8,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1221,2.282189406626939,0.00012901576343350685,2.833749663218474,0.03383271511978446,0.033961730655312584,1.6416522808564016,0.18208229541778564,1.0,180000,894,8,147.3657510280609,0.0
9,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1220,2.4222469214449323,4.540799537864633e-05,2.8337494507814065,0.030243766656479775,0.030289174681857753,1.8695862380357888,0.19076156616210938,1.0,200000,994,9,163.86788606643677,0.0
10,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1223,2.2810914976802805,-0.0002070085264933415,2.8337486239580008,0.03930324909922022,0.039096239750618295,1.598346659159049,0.17944934964179993,1.0,220000,1094,10,179.7648229598999,0.0
11,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1224,2.1643115373787585,3.2402933814013615e-05,2.8337446368657626,0.04804419657597557,0.048076599363225676,1.5177900176781876,0.1712058037519455,1.0,240000,1195,11,195.9696810245514,0.0
12,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1226,2.3076078162239635,2.1515410536756882e-05,2.833745868389423,0.0407329413227928,0.040754456540348774,1.7045332039013887,0.18476158380508423,1.0,260000,1294,12,212.0335500240326,0.0
13,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1225,2.380622609201389,3.992911959544588e-06,2.8337423847271848,0.046273966076282355,0.0462779578866246,1.6256348938514025,0.18450865149497986,1.0,280000,1394,13,228.41750502586365,0.0
14,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1226,2.3482020832441393,-3.881773684555903e-05,2.8337444702784222,0.035290760673487034,0.03525194338319871,1.688053002112951,0.18703457713127136,1.0,300000,1494,14,244.57786583900452,0.0
15,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1220,2.1712398220161635,-2.441584693793303e-05,2.8337465105912623,0.04754401557625104,0.04751959948752744,1.4879565588174721,0.16820569336414337,1.0,320000,1595,15,262.0939619541168,0.0
16,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1217,2.381532859652628,1.8427799491641613e-05,2.833747237156599,0.03504429269247712,0.035062721414784066,1.7559259110536332,0.19106106460094452,1.0,340000,1694,16,279.3400950431824,0.0
17,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1215,2.3950871725099048,4.836332399207048e-05,2.833745718919314,0.036720578940824054,0.036768942731820665,1.6721892859691228,0.18942086398601532,1.0,360000,1795,17,296.2397611141205,0.0
18,/Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-Easy-v0/ppo,1215,2.342755251022158,-7.713933815606511e-05,2.8337465225121914,0.039893915580633356,0.03981677577577125,1.6809581198753454,0.18650048971176147,1.0,380000,1896,18,312.6408281326294,0.0
